Year,Lake,Species,Grand_Total,Comments,Functional_Feeding_Group
1919,Erie,Blue Pike,4063,,Piscivore
1919,Erie,Bullheads,528,,Benthic omnivore
1919,Erie,Burbot,438,,Piscivore
1919,Erie,Carp,3340,,Benthic omnivore
1919,Erie,Channel Catfish,563,,Benthic omnivore
1919,Erie,Channel Catfish and Bullheads,1127,,Benthic omnivore
1919,Erie,Cisco,26173,,Planktivore
1919,Erie,Freshwater Drum,2119,,Benthic invertivore
1919,Erie,Lake Sturgeon,62,,Benthic invertivore
1919,Erie,Lake Whitefish,2805,,Benthic invertivore
1919,Erie,Northern Pike,745,,Piscivore
1919,Erie,Sauger,2652,,Piscivore
1919,Erie,Suckers,954,,Benthic omnivore
1919,Erie,Walleye,744,,Piscivore
1919,Erie,White Bass,193,,Piscivore
1919,Erie,Yellow Perch,3872,,Invertivore
1920,Erie,Blue Pike,7320,,Piscivore
1920,Erie,Bullheads,173,,Benthic omnivore
1920,Erie,Burbot,416,,Piscivore
1920,Erie,Carp,4534,,Benthic omnivore
1920,Erie,Channel Catfish,557,,Benthic omnivore
1920,Erie,Channel Catfish and Bullheads,772,,Benthic omnivore
1920,Erie,Cisco,22544,,Planktivore
1920,Erie,Freshwater Drum,1926,,Benthic invertivore
1920,Erie,Lake Sturgeon,10,ONT: Commercial fishing for lake sturgeon prohibited in Canadian waters. ,Benthic invertivore
1920,Erie,Lake Whitefish,2264,,Benthic invertivore
1920,Erie,Northern Pike,144,,Piscivore
1920,Erie,Sauger,2926,,Piscivore
1920,Erie,Suckers,1062,,Benthic omnivore
1920,Erie,Walleye,1055,,Piscivore
1920,Erie,White Bass,504,,Piscivore
1920,Erie,Yellow Perch,2531,,Invertivore
1921,Erie,Blue Pike,15311,,Piscivore
1921,Erie,Bullheads,223,,Benthic omnivore
1921,Erie,Burbot,442,,Piscivore
1921,Erie,Carp,6887,,Benthic omnivore
1921,Erie,Channel Catfish,1199,,Benthic omnivore
1921,Erie,Channel Catfish and Bullheads,1468,,Benthic omnivore
1921,Erie,Cisco,20189,,Planktivore
1921,Erie,Freshwater Drum,2841,,Benthic invertivore
1921,Erie,Lake Sturgeon,8,ONT: Commercial fishing for lake sturgeon prohibited in Canadian waters. ,Benthic invertivore
1921,Erie,Lake Whitefish,1890,,Benthic invertivore
1921,Erie,Northern Pike,127,,Piscivore
1921,Erie,Sauger,5004,,Piscivore
1921,Erie,Suckers,1420,,Benthic omnivore
1921,Erie,Walleye,1349,,Piscivore
1921,Erie,White Bass,841,,Piscivore
1921,Erie,Yellow Perch,4157,,Invertivore
1922,Erie,Blue Pike,16673,,Piscivore
1922,Erie,Bullheads,152,,Benthic omnivore
1922,Erie,Burbot,262,,Piscivore
1922,Erie,Carp,4120,,Benthic omnivore
1922,Erie,Channel Catfish,553,,Benthic omnivore
1922,Erie,Channel Catfish and Bullheads,762,,Benthic omnivore
1922,Erie,Cisco,20329,,Planktivore
1922,Erie,Freshwater Drum,1371,,Benthic invertivore
1922,Erie,Lake Sturgeon,52,,Benthic invertivore
1922,Erie,Lake Whitefish,1540,,Benthic invertivore
1922,Erie,Northern Pike,150,,Piscivore
1922,Erie,Sauger,3409,,Piscivore
1922,Erie,Suckers,991,,Benthic omnivore
1922,Erie,Walleye,2770,,Piscivore
1922,Erie,White Bass,821,,Piscivore
1922,Erie,Yellow Perch,4036,,Invertivore
1923,Erie,Blue Pike,12877,,Piscivore
1923,Erie,Bullheads,107,,Benthic omnivore
1923,Erie,Burbot,254,,Piscivore
1923,Erie,Carp,3500,,Benthic omnivore
1923,Erie,Channel Catfish,530,,Benthic omnivore
1923,Erie,Channel Catfish and Bullheads,699,,Benthic omnivore
1923,Erie,Cisco,30171,,Planktivore
1923,Erie,Freshwater Drum,1456,,Benthic invertivore
1923,Erie,Lake Sturgeon,41,,Benthic invertivore
1923,Erie,Lake Whitefish,1025,,Benthic invertivore
1923,Erie,Northern Pike,135,,Piscivore
1923,Erie,Sauger,3312,,Piscivore
1923,Erie,Suckers,1038,,Benthic omnivore
1923,Erie,Walleye,1739,,Piscivore
1923,Erie,White Bass,300,,Piscivore
1923,Erie,Yellow Perch,4266,,Invertivore
1924,Erie,Blue Pike,11955,,Piscivore
1924,Erie,Bullheads,28,,Benthic omnivore
1924,Erie,Burbot,142,,Piscivore
1924,Erie,Carp,1549,,Benthic omnivore
1924,Erie,Channel Catfish,248,,Benthic omnivore
1924,Erie,Channel Catfish and Bullheads,333,,Benthic omnivore
1924,Erie,Cisco,32201,,Planktivore
1924,Erie,Freshwater Drum,2289,,Benthic invertivore
1924,Erie,Lake Sturgeon,51,,Benthic invertivore
1924,Erie,Lake Whitefish,912,,Benthic invertivore
1924,Erie,Northern Pike,79,,Piscivore
1924,Erie,Sauger,1829,,Piscivore
1924,Erie,Suckers,684,,Benthic omnivore
1924,Erie,Walleye,1635,,Piscivore
1924,Erie,White Bass,182,,Piscivore
1924,Erie,Yellow Perch,4133,,Invertivore
1925,Erie,Blue Pike,7377,,Piscivore
1925,Erie,Bullheads,5,,Benthic omnivore
1925,Erie,Burbot,9,,Piscivore
1925,Erie,Carp,2583,,Benthic omnivore
1925,Erie,Channel Catfish,11,,Benthic omnivore
1925,Erie,Channel Catfish and Bullheads,727,,Benthic omnivore
1925,Erie,Cisco,5757,,Planktivore
1925,Erie,Freshwater Drum,41,,Benthic invertivore
1925,Erie,Lake Sturgeon,42,,Benthic invertivore
1925,Erie,Lake Whitefish,1616,,Benthic invertivore
1925,Erie,Northern Pike,36,,Piscivore
1925,Erie,Sauger,2119,,Piscivore
1925,Erie,Suckers,905,,Benthic omnivore
1925,Erie,Walleye,1469,,Piscivore
1925,Erie,White Bass,,,Piscivore
1925,Erie,Yellow Perch,4310,,Invertivore
1926,Erie,Blue Pike,12315,,Piscivore
1926,Erie,Bullheads,20,,Benthic omnivore
1926,Erie,Burbot,282,,Piscivore
1926,Erie,Carp,4400,,Benthic omnivore
1926,Erie,Channel Catfish,10,,Benthic omnivore
1926,Erie,Channel Catfish and Bullheads,739,,Benthic omnivore
1926,Erie,Cisco,3022,,Planktivore
1926,Erie,Freshwater Drum,1213,,Benthic invertivore
1926,Erie,Lake Sturgeon,57,,Benthic invertivore
1926,Erie,Lake Whitefish,1828,,Benthic invertivore
1926,Erie,Northern Pike,24,,Piscivore
1926,Erie,Sauger,1551,,Piscivore
1926,Erie,Suckers,1044,,Benthic omnivore
1926,Erie,Walleye,1466,,Piscivore
1926,Erie,White Bass,158,,Piscivore
1926,Erie,Yellow Perch,4337,,Invertivore
1927,Erie,Blue Pike,10380,,Piscivore
1927,Erie,Bullheads,,,Benthic omnivore
1927,Erie,Burbot,358,,Piscivore
1927,Erie,Carp,1895,,Benthic omnivore
1927,Erie,Channel Catfish,,,Benthic omnivore
1927,Erie,Channel Catfish and Bullheads,599,,Benthic omnivore
1927,Erie,Cisco,4659,,Planktivore
1927,Erie,Freshwater Drum,4319,,Benthic invertivore
1927,Erie,Lake Sturgeon,47,,Benthic invertivore
1927,Erie,Lake Whitefish,1372,,Benthic invertivore
1927,Erie,Northern Pike,23,,Piscivore
1927,Erie,Sauger,1168,,Piscivore
1927,Erie,Suckers,1142,,Benthic omnivore
1927,Erie,Walleye,1531,,Piscivore
1927,Erie,White Bass,121,,Piscivore
1927,Erie,Yellow Perch,5237,,Invertivore
1928,Erie,Blue Pike,6923,,Piscivore
1928,Erie,Bullheads,36,,Benthic omnivore
1928,Erie,Burbot,410,,Piscivore
1928,Erie,Carp,1246,,Benthic omnivore
1928,Erie,Channel Catfish,221,,Benthic omnivore
1928,Erie,Channel Catfish and Bullheads,316,,Benthic omnivore
1928,Erie,Cisco,1891,,Planktivore
1928,Erie,Freshwater Drum,2918,,Benthic invertivore
1928,Erie,Lake Sturgeon,50,,Benthic invertivore
1928,Erie,Lake Whitefish,1962,,Benthic invertivore
1928,Erie,Northern Pike,16,,Piscivore
1928,Erie,Sauger,1506,,Piscivore
1928,Erie,Suckers,1318,,Benthic omnivore
1928,Erie,Walleye,1496,,Piscivore
1928,Erie,White Bass,286,,Piscivore
1928,Erie,Yellow Perch,8605,,Invertivore
1929,Erie,Blue Pike,5359,,Piscivore
1929,Erie,Bullheads,61,,Benthic omnivore
1929,Erie,Burbot,368,,Piscivore
1929,Erie,Carp,1177,,Benthic omnivore
1929,Erie,Channel Catfish,215,,Benthic omnivore
1929,Erie,Channel Catfish and Bullheads,394,,Benthic omnivore
1929,Erie,Cisco,489,,Planktivore
1929,Erie,Freshwater Drum,2970,,Benthic invertivore
1929,Erie,Goldfish,22,,Benthic omnivore
1929,Erie,Lake Sturgeon,29,MI: Commercial fishing for lake sturgeon prohibited. ,Benthic invertivore
1929,Erie,Lake Whitefish,2347,,Benthic invertivore
1929,Erie,Northern Pike,38,,Piscivore
1929,Erie,Sauger,1545,,Piscivore
1929,Erie,Suckers,1293,,Benthic omnivore
1929,Erie,Walleye,1068,,Piscivore
1929,Erie,White Bass,155,,Piscivore
1929,Erie,Yellow Perch,11732,,Invertivore
1930,Erie,Blue Pike,17690,,Piscivore
1930,Erie,Bullheads,124,,Benthic omnivore
1930,Erie,Burbot,405,,Piscivore
1930,Erie,Carp,2176,,Benthic omnivore
1930,Erie,Channel Catfish,178,,Benthic omnivore
1930,Erie,Channel Catfish and Bullheads,417,,Benthic omnivore
1930,Erie,Cisco,853,,Planktivore
1930,Erie,Freshwater Drum,2886,,Benthic invertivore
1930,Erie,Goldfish,80,,Benthic omnivore
1930,Erie,Lake Sturgeon,43,MI: Commercial fishing for lake sturgeon prohibited. ,Benthic invertivore
1930,Erie,Lake Whitefish,2610,,Benthic invertivore
1930,Erie,Northern Pike,50,,Piscivore
1930,Erie,Sauger,1532,,Piscivore
1930,Erie,Suckers,2024,,Benthic omnivore
1930,Erie,Walleye,2165,,Piscivore
1930,Erie,White Bass,484,,Piscivore
1930,Erie,Yellow Perch,7760,,Invertivore
1931,Erie,Blue Pike,18000,,Piscivore
1931,Erie,Bullheads,379,,Benthic omnivore
1931,Erie,Burbot,271,,Piscivore
1931,Erie,Carp,2829,,Benthic omnivore
1931,Erie,Channel Catfish,118,,Benthic omnivore
1931,Erie,Channel Catfish and Bullheads,651,,Benthic omnivore
1931,Erie,Cisco,1295,,Planktivore
1931,Erie,Freshwater Drum,1625,,Benthic invertivore
1931,Erie,Goldfish,91,,Benthic omnivore
1931,Erie,Lake Sturgeon,38,MI: Commercial fishing for lake sturgeon prohibited. ,Benthic invertivore
1931,Erie,Lake Whitefish,2379,,Benthic invertivore
1931,Erie,Northern Pike,87,,Piscivore
1931,Erie,Sauger,2026,,Piscivore
1931,Erie,Suckers,1417,,Benthic omnivore
1931,Erie,Walleye,3011,,Piscivore
1931,Erie,White Bass,418,,Piscivore
1931,Erie,Yellow Perch,13327,,Invertivore
1932,Erie,Blue Pike,13828,,Piscivore
1932,Erie,Bullheads,345,,Benthic omnivore
1932,Erie,Burbot,251,,Piscivore
1932,Erie,Carp,3425,,Benthic omnivore
1932,Erie,Channel Catfish,264,,Benthic omnivore
1932,Erie,Channel Catfish and Bullheads,697,,Benthic omnivore
1932,Erie,Cisco,1011,,Planktivore
1932,Erie,Freshwater Drum,2145,,Benthic invertivore
1932,Erie,Goldfish,98,,Benthic omnivore
1932,Erie,Lake Sturgeon,44,MI: Commercial fishing for lake sturgeon prohibited. ,Benthic invertivore
1932,Erie,Lake Whitefish,2080,,Benthic invertivore
1932,Erie,Northern Pike,62,,Piscivore
1932,Erie,Sauger,3151,,Piscivore
1932,Erie,Suckers,1322,,Benthic omnivore
1932,Erie,Walleye,2320,,Piscivore
1932,Erie,White Bass,253,,Piscivore
1932,Erie,Yellow Perch,14770,,Invertivore
1933,Erie,Blue Pike,12938,,Piscivore
1933,Erie,Bullheads,64,,Benthic omnivore
1933,Erie,Burbot,251,,Piscivore
1933,Erie,Carp,2648,,Benthic omnivore
1933,Erie,Channel Catfish,9,,Benthic omnivore
1933,Erie,Channel Catfish and Bullheads,1097,,Benthic omnivore
1933,Erie,Cisco,313,,Planktivore
1933,Erie,Freshwater Drum,3007,,Benthic invertivore
1933,Erie,Goldfish,100,,Benthic omnivore
1933,Erie,Lake Sturgeon,31,MI: Commercial fishing for lake sturgeon prohibited. ,Benthic invertivore
1933,Erie,Lake Whitefish,1707,,Benthic invertivore
1933,Erie,Northern Pike,91,,Piscivore
1933,Erie,Sauger,2219,,Piscivore
1933,Erie,Suckers,1525,,Benthic omnivore
1933,Erie,Walleye,1431,,Piscivore
1933,Erie,White Bass,395,,Piscivore
1933,Erie,Yellow Perch,6164,,Invertivore
1934,Erie,Blue Pike,10654,,Piscivore
1934,Erie,Bullheads,55,,Benthic omnivore
1934,Erie,Burbot,254,,Piscivore
1934,Erie,Carp,2219,,Benthic omnivore
1934,Erie,Channel Catfish,10,,Benthic omnivore
1934,Erie,Channel Catfish and Bullheads,640,,Benthic omnivore
1934,Erie,Cisco,346,,Planktivore
1934,Erie,Freshwater Drum,2241,,Benthic invertivore
1934,Erie,Goldfish,68,,Benthic omnivore
1934,Erie,Lake Sturgeon,43,MI: Commercial fishing for lake sturgeon prohibited. ,Benthic invertivore
1934,Erie,Lake Whitefish,1695,,Benthic invertivore
1934,Erie,Northern Pike,20,,Piscivore
1934,Erie,Sauger,785,,Piscivore
1934,Erie,Suckers,1024,,Benthic omnivore
1934,Erie,Walleye,1638,,Piscivore
1934,Erie,White Bass,684,,Piscivore
1934,Erie,Yellow Perch,19889,,Invertivore
1935,Erie,Blue Pike,14750,,Piscivore
1935,Erie,Bullheads,112,,Benthic omnivore
1935,Erie,Burbot,303,,Piscivore
1935,Erie,Carp,2569,,Benthic omnivore
1935,Erie,Channel Catfish,437,,Benthic omnivore
1935,Erie,Channel Catfish and Bullheads,616,,Benthic omnivore
1935,Erie,Cisco,167,,Planktivore
1935,Erie,Freshwater Drum,2350,,Benthic invertivore
1935,Erie,Goldfish,158,,Benthic omnivore
1935,Erie,Lake Sturgeon,40,MI: Commercial fishing for lake sturgeon prohibited. ,Benthic invertivore
1935,Erie,Lake Whitefish,2185,,Benthic invertivore
1935,Erie,Northern Pike,10,,Piscivore
1935,Erie,Sauger,1537,,Piscivore
1935,Erie,Suckers,1087,,Benthic omnivore
1935,Erie,Walleye,2103,,Piscivore
1935,Erie,White Bass,741,,Piscivore
1935,Erie,Yellow Perch,14679,,Invertivore
1936,Erie,Blue Pike,26787,,Piscivore
1936,Erie,Bullheads,24,,Benthic omnivore
1936,Erie,Burbot,455,,Piscivore
1936,Erie,Carp,3048,,Benthic omnivore
1936,Erie,Channel Catfish,12,,Benthic omnivore
1936,Erie,Channel Catfish and Bullheads,646,,Benthic omnivore
1936,Erie,Cisco,147,,Planktivore
1936,Erie,Freshwater Drum,3500,,Benthic invertivore
1936,Erie,Goldfish,336,,Benthic omnivore
1936,Erie,Lake Sturgeon,25,MI: Commercial fishing for lake sturgeon prohibited. ,Benthic invertivore
1936,Erie,Lake Whitefish,2926,,Benthic invertivore
1936,Erie,Northern Pike,3,,Piscivore
1936,Erie,Sauger,1737,,Piscivore
1936,Erie,Suckers,946,,Benthic omnivore
1936,Erie,Walleye,2963,,Piscivore
1936,Erie,White Bass,664,,Piscivore
1936,Erie,Yellow Perch,3305,,Invertivore
1937,Erie,Blue Pike,20317,,Piscivore
1937,Erie,Bullheads,33,,Benthic omnivore
1937,Erie,Burbot,370,,Piscivore
1937,Erie,Carp,2381,,Benthic omnivore
1937,Erie,Channel Catfish,11,,Benthic omnivore
1937,Erie,Channel Catfish and Bullheads,861,,Benthic omnivore
1937,Erie,Cisco,164,,Planktivore
1937,Erie,Freshwater Drum,4059,,Benthic invertivore
1937,Erie,Goldfish,267,,Benthic omnivore
1937,Erie,Lake Sturgeon,18,MI: Commercial fishing for lake sturgeon prohibited. ,Benthic invertivore
1937,Erie,Lake Whitefish,2048,,Benthic invertivore
1937,Erie,Northern Pike,6,,Piscivore
1937,Erie,Sauger,1215,,Piscivore
1937,Erie,Suckers,1103,,Benthic omnivore
1937,Erie,Walleye,3509,,Piscivore
1937,Erie,White Bass,435,,Piscivore
1937,Erie,Yellow Perch,3442,,Invertivore
1938,Erie,Blue Pike,15818,,Piscivore
1938,Erie,Bullheads,30,,Benthic omnivore
1938,Erie,Burbot,262,,Piscivore
1938,Erie,Carp,2583,,Benthic omnivore
1938,Erie,Channel Catfish,22,,Benthic omnivore
1938,Erie,Channel Catfish and Bullheads,542,,Benthic omnivore
1938,Erie,Cisco,2185,,Planktivore
1938,Erie,Freshwater Drum,3392,,Benthic invertivore
1938,Erie,Goldfish,215,,Benthic omnivore
1938,Erie,Lake Sturgeon,37,MI: Commercial fishing for lake sturgeon prohibited. ,Benthic invertivore
1938,Erie,Lake Whitefish,1913,,Benthic invertivore
1938,Erie,Northern Pike,23,,Piscivore
1938,Erie,Sauger,844,,Piscivore
1938,Erie,Suckers,756,,Benthic omnivore
1938,Erie,Walleye,3644,,Piscivore
1938,Erie,White Bass,728,,Piscivore
1938,Erie,Yellow Perch,7783,,Invertivore
1939,Erie,Blue Pike,14960,,Piscivore
1939,Erie,Bullheads,36,,Benthic omnivore
1939,Erie,Burbot,378,,Piscivore
1939,Erie,Carp,2756,,Benthic omnivore
1939,Erie,Channel Catfish,18,,Benthic omnivore
1939,Erie,Channel Catfish and Bullheads,542,,Benthic omnivore
1939,Erie,Cisco,2690,,Planktivore
1939,Erie,Freshwater Drum,3494,,Benthic invertivore
1939,Erie,Goldfish,164,,Benthic omnivore
1939,Erie,Lake Sturgeon,35,MI: Commercial fishing for lake sturgeon prohibited. ,Benthic invertivore
1939,Erie,Lake Whitefish,4411,,Benthic invertivore
1939,Erie,Northern Pike,101,,Piscivore
1939,Erie,Sauger,1740,,Piscivore
1939,Erie,Suckers,1009,,Benthic omnivore
1939,Erie,Walleye,5354,,Piscivore
1939,Erie,White Bass,711,,Piscivore
1939,Erie,Yellow Perch,3014,,Invertivore
1940,Erie,Blue Pike,6963,,Piscivore
1940,Erie,Bullheads,112,,Benthic omnivore
1940,Erie,Burbot,371,,Piscivore
1940,Erie,Carp,2784,,Benthic omnivore
1940,Erie,Channel Catfish,28,,Benthic omnivore
1940,Erie,Channel Catfish and Bullheads,688,,Benthic omnivore
1940,Erie,Cisco,647,,Planktivore
1940,Erie,Freshwater Drum,2961,,Benthic invertivore
1940,Erie,Goldfish,217,,Benthic omnivore
1940,Erie,Lake Sturgeon,28,MI: Commercial fishing for lake sturgeon prohibited. ,Benthic invertivore
1940,Erie,Lake Whitefish,5778,,Benthic invertivore
1940,Erie,Northern Pike,30,MI: Commercial fishing for northern pike prohibited.,Piscivore
1940,Erie,Sauger,611,,Piscivore
1940,Erie,Suckers,714,,Benthic omnivore
1940,Erie,Walleye,4296,,Piscivore
1940,Erie,White Bass,469,,Piscivore
1940,Erie,Yellow Perch,5023,,Invertivore
1941,Erie,Blue Pike,4831,,Piscivore
1941,Erie,Bullheads,53,,Benthic omnivore
1941,Erie,Burbot,511,,Piscivore
1941,Erie,Carp,2841,,Benthic omnivore
1941,Erie,Channel Catfish,21,,Benthic omnivore
1941,Erie,Channel Catfish and Bullheads,825,,Benthic omnivore
1941,Erie,Cisco,164,,Planktivore
1941,Erie,Freshwater Drum,3646,,Benthic invertivore
1941,Erie,Goldfish,159,,Benthic omnivore
1941,Erie,Lake Sturgeon,26,MI: Commercial fishing for lake sturgeon prohibited. ,Benthic invertivore
1941,Erie,Lake Whitefish,5805,,Benthic invertivore
1941,Erie,Northern Pike,47,MI: Commercial fishing for northern pike prohibited.,Piscivore
1941,Erie,Sauger,773,,Piscivore
1941,Erie,Suckers,698,,Benthic omnivore
1941,Erie,Walleye,3256,,Piscivore
1941,Erie,White Bass,460,,Piscivore
1941,Erie,Yellow Perch,5872,,Invertivore
1942,Erie,Blue Pike,10627,,Piscivore
1942,Erie,Bullheads,49,,Benthic omnivore
1942,Erie,Burbot,374,,Piscivore
1942,Erie,Carp,2683,,Benthic omnivore
1942,Erie,Channel Catfish,40,,Benthic omnivore
1942,Erie,Channel Catfish and Bullheads,1029,,Benthic omnivore
1942,Erie,Cisco,88,,Planktivore
1942,Erie,Freshwater Drum,4548,,Benthic invertivore
1942,Erie,Goldfish,82,,Benthic omnivore
1942,Erie,Lake Sturgeon,21,MI: Commercial fishing for lake sturgeon prohibited. ,Benthic invertivore
1942,Erie,Lake Whitefish,4448,,Benthic invertivore
1942,Erie,Northern Pike,31,MI: Commercial fishing for northern pike prohibited.,Piscivore
1942,Erie,Sauger,1346,,Piscivore
1942,Erie,Suckers,699,,Benthic omnivore
1942,Erie,Walleye,3393,,Piscivore
1942,Erie,White Bass,517,,Piscivore
1942,Erie,Yellow Perch,2924,,Invertivore
1943,Erie,Blue Pike,20842,,Piscivore
1943,Erie,Bullheads,54,,Benthic omnivore
1943,Erie,Burbot,378,,Piscivore
1943,Erie,Carp,2548,,Benthic omnivore
1943,Erie,Channel Catfish,63,,Benthic omnivore
1943,Erie,Channel Catfish and Bullheads,1216,,Benthic omnivore
1943,Erie,Cisco,83,,Planktivore
1943,Erie,Freshwater Drum,4513,,Benthic invertivore
1943,Erie,Goldfish,33,,Benthic omnivore
1943,Erie,Lake Sturgeon,16,MI: Commercial fishing for lake sturgeon prohibited. ,Benthic invertivore
1943,Erie,Lake Whitefish,2430,,Benthic invertivore
1943,Erie,Northern Pike,32,MI: Commercial fishing for northern pike prohibited.,Piscivore
1943,Erie,Sauger,1046,,Piscivore
1943,Erie,Suckers,576,,Benthic omnivore
1943,Erie,Walleye,3676,,Piscivore
1943,Erie,White Bass,460,,Piscivore
1943,Erie,Yellow Perch,1964,,Invertivore
1944,Erie,Blue Pike,24323,,Piscivore
1944,Erie,Bullheads,47,,Benthic omnivore
1944,Erie,Burbot,238,,Piscivore
1944,Erie,Carp,2123,,Benthic omnivore
1944,Erie,Channel Catfish,35,,Benthic omnivore
1944,Erie,Channel Catfish and Bullheads,981,,Benthic omnivore
1944,Erie,Cisco,435,,Planktivore
1944,Erie,Freshwater Drum,2452,,Benthic invertivore
1944,Erie,Goldfish,48,,Benthic omnivore
1944,Erie,Lake Sturgeon,18,MI: Commercial fishing for lake sturgeon prohibited. ,Benthic invertivore
1944,Erie,Lake Whitefish,1827,,Benthic invertivore
1944,Erie,Northern Pike,45,MI: Commercial fishing for northern pike prohibited.,Piscivore
1944,Erie,Sauger,616,,Piscivore
1944,Erie,Suckers,456,,Benthic omnivore
1944,Erie,Walleye,4274,,Piscivore
1944,Erie,White Bass,861,,Piscivore
1944,Erie,Yellow Perch,3561,,Invertivore
1945,Erie,Blue Pike,14331,,Piscivore
1945,Erie,Bullheads,86,,Benthic omnivore
1945,Erie,Burbot,371,,Piscivore
1945,Erie,Carp,2292,,Benthic omnivore
1945,Erie,Channel Catfish,44,,Benthic omnivore
1945,Erie,Channel Catfish and Bullheads,1226,,Benthic omnivore
1945,Erie,Cisco,9210,,Planktivore
1945,Erie,Freshwater Drum,4405,,Benthic invertivore
1945,Erie,Goldfish,14,,Benthic omnivore
1945,Erie,Lake Sturgeon,12,MI: Commercial fishing for lake sturgeon prohibited. ,Benthic invertivore
1945,Erie,Lake Whitefish,2589,,Benthic invertivore
1945,Erie,Northern Pike,31,MI: Commercial fishing for northern pike prohibited.,Piscivore
1945,Erie,Sauger,1044,,Piscivore
1945,Erie,Suckers,427,,Benthic omnivore
1945,Erie,Walleye,6387,,Piscivore
1945,Erie,White Bass,884,,Piscivore
1945,Erie,Yellow Perch,2559,,Invertivore
1946,Erie,Blue Pike,4922,,Piscivore
1946,Erie,Bullheads,397,,Benthic omnivore
1946,Erie,Burbot,400,,Piscivore
1946,Erie,Carp,2041,,Benthic omnivore
1946,Erie,Channel Catfish,695,,Benthic omnivore
1946,Erie,Channel Catfish and Bullheads,1166,,Benthic omnivore
1946,Erie,Cisco,16164,,Planktivore
1946,Erie,Freshwater Drum,4265,,Benthic invertivore
1946,Erie,Goldfish,55,,Benthic omnivore
1946,Erie,Lake Sturgeon,17,MI: Commercial fishing for lake sturgeon prohibited. ,Benthic invertivore
1946,Erie,Lake Whitefish,2729,,Benthic invertivore
1946,Erie,Northern Pike,33,MI: Commercial fishing for northern pike prohibited.,Piscivore
1946,Erie,Sauger,763,,Piscivore
1946,Erie,Suckers,432,,Benthic omnivore
1946,Erie,Walleye,6959,,Piscivore
1946,Erie,White Bass,822,,Piscivore
1946,Erie,Yellow Perch,5103,,Invertivore
1947,Erie,Blue Pike,4766,,Piscivore
1947,Erie,Bullheads,229,,Benthic omnivore
1947,Erie,Burbot,460,,Piscivore
1947,Erie,Carp,1925,,Benthic omnivore
